Location,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Date,Product_ID,Product_Name,Brand,Quantity_liters&kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold_liters&kg,Price_per_Unit_sold,Approx_Total Revenue_INR,Customer_Location,Sales_Channel,Quantity_in_Stock_liters&kg,Minimum_Stock_Threshold_liters&kg,Reorder_Quantity_liters&kg,Stock_check,Deliver_expire_product
Madhya Pradesh,498.58,79,Medium,5/25/2022,3,Cheese,Amul ,361.12,16.98,6131.82,44,Refrigerated,4/24/2022,6/7/2022,233,21.16,4930.28,Madhya Pradesh,Online,128,24.73,109.36,SAFE,YES
Tamil Nadu,944.53,13,Small,3/1/2021,1,Milk,Amul,304.49,37.8,11509.72,1,Polythene Packet,2/14/2021,2/15/2021,244,37.3,9101.2,West Bengal,Online,60,39.03,80.54,SAFE,NO
Bihar,58.59,15,Medium,9/7/2020,5,Ice Cream,Amul,371.28,81.89,30404.12,23,frozen,9/6/2020,29-09-2020,267,81.56,21776.52,Telangana,Wholesale,104,26.48,20.85,SAFE,YES
Telangana,143.49,39,Medium,12/11/2020,9,Paneer,Raj,69.78,46.87,3270.59,14,Refrigerated,12/1/2020,15/12/2020,45,50.2,2259.0,Maharashtra,Wholesale,24,88.23,34.27,IN DANGER,YES
West Bengal,332.62,89,Medium,10/25/2020,7,Lassi,Raj,459.11,29.93,13741.16,15,Refrigerated,9/28/2020,10/13/2020,21,34.29,720.09,Chandigarh,Wholesale,438,36.79,74.91,SAFE,NO
Chandigarh,574.02,20,Medium,4/6/2020,1,Milk,Sudha,475.94,61.47,29256.03,2,Polythene Packet,3/27/2020,3/29/2020,100,58.19,5819.0,Jharkhand,Retail,375,27.3,198.96,SAFE,NO
  Madhya Pradesh  ,982.77,30,Small,8/24/2022,1,Milk, amul,630.73,39.24,24749.85,1,Polythene Packet,7/25/2022,7/26/2022,8,34.81,278.48,Chandigarh,Retail,622,15.45,161.53,SAFE,NO
Uttar Pradesh,909.32,29,Medium,9/15/2022,9,Paneer,Mother Dairy,53.11,43.11,2289.57,13,Refrigerator,8/25/2022,2022/09/07,42,39.03,1639.26,Jharkhand,Retail,11,92.94,129.36,IN DANGER,NO
West Bengal,276.7,82,Medium,6/25/2020,6,Curd,Mother Dairy,86.18,65.58,5651.68,5,Refrigerated,11/06/2020,6/16/2020,53,69.46,3681.38,Kerala,Online,33,52.04,174.72,IN DANGER,NO
Tamil Nadu,167.55,46,Small,11/21/2020,7,Lassi,Amul,266.74,84.47,22531.53,18,Refrigerated,10/17/2020,11/4/2020,218,87.33,19037.94,Chandigarh,Retail,48,78.71,186.2,IN DANGER,NO
West Bengal,85.86,29,Medium,6/8/2021,9,Paneer,Sudha,-279.54,12.35,3452.32,10,Refrigerated,4/15/2021,4/25/2021,201,12.08,2428.08,Kerala,Retail,78,28.69,122.62,SAFE,NO
Telangana,207.06,30,Large,11/26/2021,9,Paneer,Sudha,885.61,15.88,14063.49,12,refrigerated,11/6/2021,18-11-2021,194,18.5,3589.0,Uttar Pradesh,Online,691,32.76,70.74,SAFE,NO
Delhi,895.82,15,Large,12/6/2022,3,Cheese,Dynamix Dairies,704.15,82.63,58183.91,74,Frozen,12/2/2022,2/14/2023,149,79.99,11918.51,Madhya Pradesh,Retail,555,70.09,79.74,SAFE,YES
Chandigarh,721.98,82,Large,12/8/2019,2,Butter,Amul,677.86,63.3,42908.54,37,Refrigerated,10/28/2019,12/4/2019,307,63.18,19396.26,Haryana,Retail,370,96.26,159.89,SAFE,NO
Delhi,39.07,34,Medium,9/14/2022,7,Lassi,Amul,474.05,12.67,6006.21,13,Refrigerated,8/14/2022,8/27/2022,220,8.46,1861.2,Delhi,Wholesale,254,83.49,98.3,SAFE,NO
Maharashtra,408.66,80,Large,5/12/2021,4,Yogurt,Palle2patnam,995.82,,93567.25,29,Frozen,3/24/2021,4/22/2021,718,94.62,67937.16,Rajasthan,Online,277,39.83,190.19,SAFE,NO
Uttar Pradesh,225.87,95,Medium,7/21/2021,1,Milk,Sudha ,61.57,33.11,2038.58,1,Polythene Packet,5/25/2021,5/26/2021,13,35.68,463.84,Kerala,Wholesale,48,44.86,159.52,SAFE,NO
Chandigarh,363.62,83,Medium,5/19/2020,8,Buttermilk,Sudha,803.03,57.69,46326.8,7,Refrigerated,4/9/2020,4/16/2020,6,59.52,357.12,Gujarat,Wholesale,797,75.54,151.71,SAFE,NO
Telangana,953.28,46,Medium,9/22/2022,10,Ghee,Raj,739.84,87.57,64787.79,96,Ambient,23-08-2022,11/27/2022,316,86.66,27384.56,Uttar Pradesh,Wholesale,423,22.71,170.85,SAFE,YES
  Delhi  ,299.81,88,Medium,11/5/2019,10,Ghee,Amul ,55.99,89.19,4993.75,66,Ambient,2019/10/25,12/30/2019,29,92.23,2674.67,Uttar Pradesh,Wholesale,26,91.57,72.57,IN DANGER,YES
Delhi,714.59,84,Medium,10/18/2019,9,Paneer,Raj,239.11,92.7,22165.5,12,Refridgerated,25-08-2019,9/6/2019,206,89.37,18410.22,Uttar Pradesh,Wholesale,33,95.05,59.75,IN DANGER,NO
Delhi,399.85,37,Small,8/14/2019,1,Milk,Sudha,212.56,53.37,11344.33,2,Polythene Packet,8/1/2019,8/3/2019,165,54.98,9071.7,Uttar Pradesh,Wholesale,47,53.6,101.92,IN DANGER,NO
Bihar,614.12,46,Small,6/23/2019,2,Butter,Mother Dairy,726.76,36.68,26657.56,37,Refrigerated,6/8/2019,7/15/2019,304,32.36,9837.44,Maharashtra,Retail,422,59.57,156.3,SAFE,YES
Gujarat,512.09,78,Small,10/18/2020,1,Milk,Raj,372.37,99.25,36957.72,28,Tetra Pack,9/20/2020,18-10-2020,80,96.49,7719.2,Chandigarh,Wholesale,292,47.01,114.99,SAFE,YES
Bihar,281.68,88,Small,8/27/2020,6,Curd,Amul,82.33,70.7,5820.73,6,Refrigerated,7/27/2020,8/2/2020,2,67.49,134.98,Karnataka,Wholesale,80,34.84,106.78,SAFE,NO
Maharashtra,80.94,93,Small,3/28/2020,1,Milk,Mother Dairy,-700.61,1792.1631385901496,60056.29,1,,2/14/2020,2/15/2020,255,87.59,22335.45,Chandigarh,Wholesale,445,94.79,166.99,SAFE,NO
Delhi,128.82,56,Medium,6/3/2021,10,Ghee,Mother Dairy,810.39,83.36,67554.11,143,Ambient,4/21/2021,9/11/2021,282,82.9,23377.8,Uttar Pradesh,Wholesale,528,26.97,39.42,SAFE,YES
Telangana,555.52,86,Large,6/16/2022,4,Yogurt,Amul,763.13,45.74,34905.57,25,,6/1/2022,6/26/2022,136,44.69,6077.84,Kerala,Online,627,41.87,90.91,SAFE,YES
West Bengal,95.69,37,Medium,12/15/2021,8,Buttermilk,Mother Dairy,954.98,55.34,52848.59,11,Refridgerated,11/17/2021,11/28/2021,461,52.85,24363.85,Gujarat,Wholesale,493,92.39,176.94,SAFE,NO
Rajasthan,904.98,79,Large,3/9/2020,8,Buttermilk,Mother Dairy,133.63,67.82,9062.79,10,Refrigerated,3/6/2020,3/16/2020,101,65.42,6607.42,Chandigarh,Wholesale,32,20.68,150.01,SAFE,YES
Rajasthan,721.16,94,Small,8/4/2019,1,Milk,Sudha,45.51,26.99,1228.31,1,Polythene Packet,"June 11, 2019",6/12/2019,8,30.59,244.72,Karnataka,Retail,37,18.04,107.99,SAFE,NO
Maharashtra,291.68,16,Small,10/23/2020,6,Curd,sudha,819.81,,37080.01,5,Refrigerated,2020/09/17,9/22/2020,7,40.39,282.73,Delhi,Wholesale,812,63.26,62.05,SAFE,NO
Telangana,399.4,38,Large,11/11/2021,1,Milk,Mother Dairy,275.72,19.14,5277.28,22,Tetra Pack,9/23/2021,10/15/2021,41,17.74,727.34,Chandigarh,Online,234,97.28,127.07,SAFE,NO
West Bengal,596.28,21,Small,12/7/2019,8,Buttermilk,Amul,369.94,93.37,34541.3,13,Refrigerated,10/25/2019,07/11/2019,145,91.51,13268.95,Chandigarh,Wholesale,224,17.16,97.17,SAFE,NO
Karnataka,708.9,67,Large,12/20/2020,6,Curd,Sudha,391.2,54.8,21437.76,7,Refrigerated,11/10/2020,11/17/2020,81,52.84,4280.04,Delhi,Online,310,59.09,133.88,SAFE,NO
Rajasthan,304.02,87,Large,12/10/2021,9,Paneer,sudha,240.66,87.46,21048.12,7,Refrigerated,11/4/2021,11/11/2021,239,86.95,20781.05,Rajasthan,Retail,1,25.07,178.8,IN DANGER,NO
Uttar Pradesh,758.87,94,Small,7/25/2020,3,Cheese,Amul,657.01,84.46,55491.06,64,Refrigerated,5/27/2020,7/30/2020,42,80.15,3366.3,Madhya Pradesh,Online,615,59.6,73.68,SAFE,YES
Rajasthan,227.65,20,Medium,4/8/2020,6,Curd,Mother Dairy,410.77,84.79,34829.19,7,Refrigerated,3/13/2020,3/20/2020,292,83.76,24457.92,Kerala,Online,118,27.5,191.47,SAFE,NO
Uttar Pradesh,679.15,82,Medium,1/3/2019,2,Butter,Parag Milk Foods,514.72,56.53,29097.12,30,Refrigerated,12/13/2018,1/12/2019,173,56.79,9824.67,Tamil Nadu,Online,341,53.01,187.95,SAFE,YES
Telangana,984.43,95,Medium,1/1/2019,10,Ghee,mother dairy,564.08,79.42,44799.23,63,Ambient,12/10/2018,2/11/2019,427,77.21,32968.67,Kerala,Retail,137,27.65,33.44,SAFE,YES
Gujarat,883.55,92,Medium,8/10/2020,3,Cheese,Passion Cheese,992.52,31.8,31562.14,28,Frozen,8/9/2020,9/6/2020,120,33.42,4010.4,Maharashtra,Online,872,96.63,82.54,SAFE,YES
Telangana,874.77,48,Medium,11/7/2019,7,Lassi,amul,417.65,,13431.62,16,Refrigerated,9/26/2019,10/12/2019,166,31.02,5149.32,Chandigarh,Retail,251,96.36,196.62,SAFE,NO
Telangana,649.73,80,Medium,1/24/2020,4,Yogurt,Dodla Dairy,186.63,48.43,9038.49,25,Frozen,1/19/2020,2/13/2020,82,44.83,3676.06,Madhya Pradesh,Online,104,88.55,185.51,SAFE,YES
Haryana,95.99,57,Large,10/7/2020,7,Lassi,Mother Dairy,804.16,15.14,12174.98,18,Refrigerated,9/16/2020,10/4/2020,792,12.64,10010.88,Karnataka,Wholesale,12,34.98,108.42,IN DANGER,NO
Gujarat,100.78,39,Large,10/25/2020,4,Yogurt,Amul,330.65,31.92,10554.35,28,Frozen,9/29/2020,10/27/2020,180,33.13,5963.4,Chandigarh,Wholesale,150,45.63,41.63,SAFE,YES
West Bengal,316.89,35,Large,4/5/2021,5,Ice Cream,Mother Dairy,561.73,73.83,41472.53,24,Frozen,17/03/2021,4/10/2021,473,75.0,35475.0,Tamil Nadu,Retail,88,68.18,74.53,SAFE,YES
Bihar,451.47,24,Large,8/1/2020,8,Buttermilk,Amul,376.54,60.5,22780.67,14,Refrigerated,6/22/2020,7/6/2020,287,64.42,18488.54,Rajasthan,Online,89,97.93,192.93,IN DANGER,NO
Karnataka,832.1,59,Medium,6/2/2019,3,Cheese,Dynamix Dairies,71.44,22.7,1621.69,87,Refridgerated,5/18/2019,8/13/2019,39,24.1,939.9,Maharashtra,Online,32,94.95,109.13,IN DANGER,YES
Gujarat,506.9,42,Small,11/23/2022,3,Cheese,Amul,297.88,11.34,3377.96,83,REFRIGERATED,10/11/2022,1/2/2023,282,12.71,3584.22,Chandigarh,Retail,15,95.68,144.96,IN DANGER,YES
Rajasthan,335.0,76,Large,6/2/2021,10,Ghee,Sudha,630.64,98.99,62427.05,86,Ambient,5/24/2021,"August 18, 2021",29,100.41,2911.89,Rajasthan,Wholesale,601,90.34,182.77,SAFE,YES
Karnataka,610.54,90,Large,9/2/2022,9,Paneer,Sudha,272.21,34.94,9511.02,13,Refrigerated,8/10/2022,"August 23, 2022",82,34.85,2857.7,Rajasthan,Retail,190,75.57,161.14,SAFE,NO
Chandigarh,633.47,35,Medium,6/8/2022,6,Curd,Mother Dairy,832.92,88.75,73921.65,7,Refrigerated,5/31/2022,6/7/2022,359,85.71,30769.89,Chandigarh,Online,473,63.3,184.13,SAFE,NO
Jharkhand,20.48,37,Small,8/24/2019,7,Lassi,Mother Dairy,80.94,57.97,4692.09,15,Refrigerated,8/2/2019,8/17/2019,57,60.35,3439.95,Gujarat,Retail,23,55.1,48.65,IN DANGER,NO
Maharashtra,24.58,77,Medium,6/12/2019,10,Ghee,MOTHER DAIRY,322.23,38.23,12318.85,79,Ambient,5/28/2019,8/15/2019,86,42.22,3630.92,Delhi,Wholesale,236,73.63,65.66,SAFE,YES
Kerala,965.36,11,Small,8/3/2019,1,Milk,Amul,380.1,84.9,32270.49,2,Polythene Packet,6/24/2019,6/26/2019,235,80.97,19027.95,Jharkhand,Wholesale,145,87.44,49.02,SAFE,NO
Maharashtra,563.26,58,Medium,11/13/2022,5,Ice Cream,MOTHER DAIRY,23.55,55.98,1318.33,28,Frozen,10/17/2022,11/14/2022,13,51.98,675.74,Jharkhand,Online,10,97.64,102.02,IN DANGER,YES
Haryana,931.46,73,Medium,2/27/2022,7,Lassi,Mother Dairy,872.21,75.31,65686.14,15,refrigerated,2/23/2022,3/10/2022,175,71.53,12517.75,Delhi,Retail,697,12.03,147.72,SAFE,YES
Karnataka,936.12,92,Large,2/24/2022,6,Curd,mother dairy,796.73,55.95,44577.04,7,Refrigerated,1/11/2022,1/18/2022,320,54.38,17401.6,Maharashtra,Retail,476,90.68,89.23,SAFE,NO
Kerala,281.43,13,Medium,1/23/2020,5,Ice Cream,Mother Dairy,365.14,68.96,25180.05,30,Frozen,12/20/2019,1/19/2020,274,65.32,17897.68,Madhya Pradesh,Wholesale,91,19.52,40.71,SAFE,NO
Maharashtra,256.13,44,Small,8/12/2022,5,Ice Cream,Dodla Dairy,205.77,34.46,7090.83,29,Frozen,6/20/2022,2022/07/19,14,30.15,422.1,Jharkhand,Retail,191,11.67,36.18,SAFE,NO
Karnataka,335.5,77,Medium,7/26/2021,9,Paneer,Mother Dairy,421.74,78.56,33131.89,7,Refrigerated,7/19/2021,7/26/2021,127,76.17,9673.59,Bihar,Wholesale,294,97.59,105.83,SAFE,YES
Uttar Pradesh,880.74,21,Small,2/2/2019,2,Butter,,844.47,95.38,80545.55,38,Frozen,2019/01/02,2/9/2019,188,90.64,17040.32,Karnataka,Retail,656,79.33,71.89,SAFE,YES
Chandigarh,563.1,81,Small,11/25/2021,5,Ice Cream,Palle2patnam,278.58,93.01,25910.73,27,Frozen,10/19/2021,11/15/2021,109,94.07,10253.63,Karnataka,Retail,169,72.34,194.19,SAFE,NO
Haryana,869.53,29,Medium,6/17/2019,7,Lassi,Sudha,745.63,67.74,50508.98,12,Refrigerated,07-05-2019,5/19/2019,388,72.7,28207.6,Telangana,Online,357,85.4,174.38,SAFE,NO
Gujarat,424.88,36,Medium,2/25/2019,5,Ice Cream,Palle2patnam,369.61,52.94,19567.15,23,Frozen,2/18/2019,3/13/2019,27,52.21,1409.67,Chandigarh,Online,342,59.25,136.68,SAFE,YES
Chandigarh,150.27,34,Large,3/17/2020,6,Curd,Mother Dairy,26.85,21.19,568.95,5,Refrigerated,2/27/2020,3/3/2020,5,18.51,92.55,Jharkhand,Retail,21,92.53,140.79,IN DANGER,NO
Uttar Pradesh,627.78,86,Large,5/28/2021,10,Ghee,Mother Dairy,817.19,74.83,61150.33,78,Ambient,4/13/2021,6/30/2021,655,72.69,47611.95,Haryana,Wholesale,162,92.7,180.48,SAFE,YES
Chandigarh,654.19,91,Large,1/19/2022,8,Buttermilk,Mother Dairy,584.94,76.24,44595.83,8,Refrigerated,1/13/2022,1/21/2022,66,77.46,5112.36,Jharkhand,Online,518,16.9,186.62,SAFE,YES
Karnataka,568.48,19,Large,4/7/2021,9,Paneer,Sudha,324.78,45.25,14696.3,11,Refrigerator,4/4/2021,4/15/2021,316,45.46,14365.36,Jharkhand,Wholesale,8,18.53,144.57,IN DANGER,YES
Rajasthan,943.81,47,Large,5/13/2022,9,Paneer,Mother Dairy,638.88,83.67,53455.09,7,Refrigerated,4/8/2022,4/15/2022,331,82.91,27443.21,Madhya Pradesh,Online,307,92.03,167.28,SAFE,NO
Madhya Pradesh,353.38,36,Medium,8/18/2019,5,Ice Cream,Mother Dairy,526.99,24.09,12695.19,24,Frozen,7/3/2019,7/27/2019,219,19.62,4296.78,Karnataka,Online,307,19.13,65.27,SAFE,NO
West Bengal,272.14,52,Medium,8/8/2022,5,Ice Cream,Mother Dairy,429.58,50.9,21865.62,25,Frozen,6/20/2022,7/15/2022,156,54.53,8506.68,Rajasthan,Online,273,12.95,131.5,SAFE,NO
Delhi,523.54,46,Small,11/9/2020,2,Butter,Amul,883.7,14.31,12645.75,26,Frozen,9/22/2020,10/18/2020,250,17.28,4320.0,Tamil Nadu,Wholesale,633,92.65,103.57,SAFE,NO
Karnataka,680.4,71,Large,8/18/2021,6,Curd,Sudha,658.24,49.69,32707.95,7,Refrigerated,6/22/2021,6/29/2021,427,50.98,21768.46,Maharashtra,Wholesale,231,70.52,66.65,SAFE,NO
Kerala,406.07,31,Small,2/11/2020,1,Milk,Mother Dairy,644.42,51.21,33000.75,27,Tetra Pack,18/01/2020,2/14/2020,485,50.86,24667.1,Chandigarh,Online,159,22.88,100.89,SAFE,YES
Haryana,832.47,56,Medium,7/16/2022,9,Paneer,sudha,202.73,91.03,18454.51,14,Refrigerated,6/6/2022,6/20/2022,95,93.07,8841.65,Karnataka,Retail,107,21.96,98.8,SAFE,NO
Delhi,797.53,52,Small,11/5/2019,3,Cheese,Dynamix Dairies,850.42,27.3,23216.47,58,Frozen,11/3/2019,12/31/2019,638,32.28,20594.64,Uttar Pradesh,Retail,212,32.34,78.57,SAFE,YES
Rajasthan,325.06,23,Small,4/12/2019,1,Milk,Raj,791.02,96.75,76531.19,26,Tetra Pack,3/20/2019,4/15/2019,762,94.7,72161.4,Gujarat,Retail,29,12.29,184.83,SAFE,YES
  Delhi  ,643.13,49,Small,12/6/2020,8,Buttermilk,Amul,27.32,69.59,1901.2,12,Refrigerated,11/5/2020,11/17/2020,25,72.61,1815.25,Chandigarh,Online,2,39.24,77.09,IN DANGER,NO
West Bengal,93.88,93,Small,5/8/2019,7,Lassi,Amul,123.8,14.2,1757.96,13,Refrigerated,3/12/2019,3/25/2019,39,10.83,422.37,Tamil Nadu,Online,84,45.41,156.87,SAFE,NO
Jharkhand,535.21,58,Medium,9/24/2019,1,Milk,Mother Dairy,347.23,63.29,21976.19,1,Polythene Packet,9/13/2019,9/14/2019,153,63.02,9642.06,Delhi,Retail,194,33.94,46.97,SAFE,NO
Maharashtra,78.27,54,Medium,11/24/2020,1,Milk,Raj,895.75,12.05,10793.79,23,Tetra Pack,10/12/2020,11/4/2020,887,16.07,14254.09,Telangana,Retail,8,95.0,153.48,IN DANGER,NO
Maharashtra,594.49,12,Small,2/25/2021,6,Curd,Amul,873.48,44.19,38599.08,5,Refrigerated,2021/01/03,1/8/2021,348,42.55,14807.4,Telangana,Online,525,25.68,183.83,SAFE,NO
Karnataka,248.47,20,Large,10/5/2019,1,Milk,Amul,420.95,54.51,22945.98,2,Polythene Packet,8/16/2019,8/18/2019,282,57.35,16172.7,Gujarat,Online,138,65.47,55.17,SAFE,NO
Bihar,645.07,24,Medium,9/18/2022,8,Buttermilk,Raj,514.55,97.7,50271.54,10,Refrigerated,9/7/2022,9/17/2022,346,101.88,35250.48,Kerala,Online,168,87.97,159.32,SAFE,NO
Madhya Pradesh,830.93,27,Medium,1/13/2022,7,Lassi, amul,550.92,59.29,32664.05,14,Refrigerated,2022/01/04,2022/01/18,410,55.44,22730.4,Kerala,Retail,140,92.36,113.19,SAFE,YES
Chandigarh,385.39,28,Large,10/19/2020,4,Yogurt,dodla dairy,549.47,54.32,29847.21,26,Refrigerated,9/5/2020,10/1/2020,135,58.65,7917.75,Karnataka,Retail,414,14.17,89.16,SAFE,NO
Haryana,297.56,80,Small,11/12/2020,7,Lassi,Sudha,100.3,92.57,9284.77,12,Refrigerated,9/13/2020,9/25/2020,71,94.3,6695.3,West Bengal,Wholesale,29,87.09,161.9,IN DANGER,NO
Maharashtra,141.46,69,Large,2/3/2019,3,Cheese,Britannia Industries,253.04,79.63,20149.58,82,Refrigerated,1/7/2019,3/30/2019,71,83.67,5940.57,Haryana,Retail,182,13.56,86.82,SAFE,YES
Haryana,643.98,23,Large,2/4/2019,7,Lassi,amul,783.34,17.6,13786.78,15,Refrigerated,1/31/2019,2/15/2019,524,13.42,7032.08,Chandigarh,Retail,259,65.31,40.84,SAFE,YES
Maharashtra,799.25,51,Large,2/8/2021,4,Yogurt,Palle2patnam,561.7,19.39,10891.36,27,Frozen,12/23/2020,1/19/2021,82,19.72,1617.04,Chandigarh,Online,479,35.42,112.88,SAFE,NO
Delhi,276.54,95,Medium,9/4/2022,10,Ghee,Sudha,356.3,23.13,8241.22,83,Ambient,8/19/2022,11/10/2022,288,22.35,6436.8,Karnataka,Wholesale,68,21.86,64.64,SAFE,YES
Telangana,850.69,72,Large,9/18/2020,8,Buttermilk,,408.26,91.1,37192.49,9,Refrigerated,8/24/2020,2020/09/02,310,93.69,29043.9,West Bengal,Wholesale,98,73.92,41.68,SAFE,NO
Rajasthan,594.11,100,Medium,4/6/2022,5,Ice Cream,Palle2patnam,728.07,1704.1439270471665,59344.99,26,Frozen,4/5/2022,5/1/2022,33,86.32,2848.56,Tamil Nadu,Online,695,61.69,83.64,SAFE,YES
Bihar,766.94,77,Small,6/22/2022,8,Buttermilk,Sudha,164.0,12.21,2002.44,10,Refrigerated,5/29/2022,6/8/2022,118,11.32,1335.76,Karnataka,Retail,46,36.4,75.92,SAFE,NO
Uttar Pradesh,859.97,58,Medium,1/13/2020,6,Curd,,208.75,34.29,7158.04,6,Refrigerated,1/10/2020,16/01/2020,60,35.13,2107.8,Rajasthan,Retail,148,90.14,58.2,SAFE,YES
Haryana,498.79,61,Small,9/6/2022,2,Butter,Amul,556.3,71.47,39758.76,39,Refrigerated,15/08/2022,9/23/2022,299,75.52,22580.48,Kerala,Retail,257,28.37,133.87,SAFE,YES
  Uttar Pradesh  ,412.03,86,Large,4/8/2021,1,Milk,Sudha,985.85,50.2,49489.67,26,Tetra Pack,2/12/2021,3/10/2021,326,51.0,16626.0,West Bengal,Online,659,95.57,164.36,SAFE,NO
Uttar Pradesh,738.12,64,Medium,12/7/2020,5,Ice Cream,Amul,877.76,19.96,17520.09,26,Frozen,10/22/2020,11/17/2020,618,19.96,12335.28,Karnataka,Online,259,83.81,55.1,SAFE,NO
Delhi,365.57,83,Large,10/23/2020,8,Buttermilk,Amul,782.49,86.9,67998.38,12,Refrigerated,9/29/2020,10/11/2020,689,91.15,62802.35,Tamil Nadu,Wholesale,93,70.51,70.52,SAFE,NO
Haryana,630.08,22,Large,12/25/2021,8,Buttermilk,Sudha,522.19,12.37,6459.49,7,Refrigerated,12/13/2021,12/20/2021,214,12.28,2627.92,Kerala,Online,308,73.41,60.25,SAFE,NO
Haryana,161.84,71,Large,4/15/2022,7,Lassi, amul,121.03,31.5,3812.45,14,Refrigerated,3/3/2022,3/17/2022,18,30.09,541.62,Rajasthan,Wholesale,103,62.2,123.1,SAFE,NO
Delhi,142.93,70,Small,6/6/2021,2,Butter,Mother Dairy,323.86,27.33,8851.09,32,Frozen,5/27/2021,6/28/2021,8,25.65,205.2,Bihar,Online,315,13.84,191.62,SAFE,YES
Madhya Pradesh,740.24,48,Medium,4/20/2020,10,Ghee,Mother Dairy,656.46,81.77,53678.73,109,Ambient,2/20/2020,6/8/2020,146,82.19,11999.74,West Bengal,Retail,510,93.93,99.04,SAFE,YES
Haryana,407.17,91,Large,5/4/2022,10,Ghee,Sudha,565.4,13.99,7909.95,88,Ambient,3/6/2022,6/2/2022,556,14.29,7945.24,Chandigarh,Retail,9,64.3,20.19,IN DANGER,YES
  Uttar Pradesh  ,452.03,25,Medium,8/24/2022,6,Curd,Sudha,220.21,63.67,14020.77,6,Refrigerated,6/27/2022,7/3/2022,218,65.75,14333.5,Delhi,Retail,2,74.74,131.05,IN DANGER,NO
Jharkhand,849.0,51,Large,3/25/2019,4,Yogurt,Dodla Dairy,724.27,98.37,71246.44,30,refrigerated,2/10/2019,3/12/2019,489,99.61,48709.29,Delhi,Retail,235,48.95,64.87,SAFE,NO
Maharashtra,56.22,12,Large,11/27/2019,8,Buttermilk,Mother dairy,768.94,29.29,22522.25,14,Refrigerated,11/20/2019,04/12/2019,748,26.97,20173.56,Haryana,Wholesale,20,18.22,192.37,SAFE,YES
Chandigarh,177.04,38,Large,9/14/2021,7,Lassi,Sudha,2.11,20.15,42.52,13,Refrigerated,7/25/2021,8/7/2021,1,17.46,17.46,Bihar,Online,1,74.34,190.93,IN DANGER,NO
Delhi,871.13,82,Medium,10/25/2019,7,Lassi,Amul,923.24,37.15,34298.37,13,Refrigerated,9/6/2019,9/19/2019,414,37.79,15645.06,Chandigarh,Wholesale,509,87.71,89.75,SAFE,NO
West Bengal,525.68,37,Small,8/26/2019,10,Ghee,Raj,88.04,47.77,4205.67,127,Ambient,7/2/2019,11/6/2019,22,51.79,1139.38,Uttar Pradesh,Retail,66,95.15,37.84,IN DANGER,YES
Chandigarh,415.37,97,Large,10/6/2020,7,Lassi,Sudha,680.44,36.63,24924.52,18,Refrigerated,9/15/2020,10/3/2020,566,40.37,22849.42,Karnataka,Online,114,83.1,150.93,SAFE,NO
Uttar Pradesh,14.45,12,Small,12/19/2020,2,Butter,Mother Dairy,513.86,83.47,42891.89,39,Frozen,12/12/2020,1/20/2021,160,87.4,13984.0,Chandigarh,Online,353,50.4,103.86,SAFE,YES
Telangana,30.27,82,Medium,7/28/2019,6,Curd,Mother Dairy,566.41,,56516.39,7,Refrigerated,6/13/2019,6/20/2019,110,101.1,11121.0,Telangana,Retail,456,77.08,158.2,SAFE,NO
Bihar,31.57,60,Large,9/14/2022,2,Butter,Warana,731.94,19.22,14067.89,29,Frozen,2022/09/11,10/10/2022,309,17.96,5549.64,Tamil Nadu,Retail,422,50.93,50.83,SAFE,YES
Gujarat,283.12,19,Large,9/6/2022,2,Butter,Mother Dairy,950.92,90.18,85753.97,34,Refrigerated,7/22/2022,8/25/2022,642,93.13,59789.46,Haryana,Online,308,94.08,155.1,SAFE,NO
Rajasthan,774.85,26,Medium,5/23/2021,1,Milk,Sudha,143.87,94.51,13597.15,25,Tetra Pack,12-04-2021,"May 07, 2021",59,96.85,5714.15,Karnataka,Retail,84,24.46,136.61,SAFE,NO
Telangana,910.52,67,Large,3/3/2022,7,Lassi,Amul,591.13,2019.4241432153822,57097.25,15,Refrigerated,1/26/2022,2/10/2022,413,93.64,38673.32,Rajasthan,Online,178,65.7,107.77,SAFE,NO
Uttar Pradesh,166.18,93,Medium,3/26/2022,10,Ghee,Mother Dairy,335.83,13.99,4698.26,96,Ambient,2/6/2022,5/13/2022,156,17.74,2767.44,Chandigarh,Wholesale,179,64.36,51.87,SAFE,YES
Uttar Pradesh,629.79,69,Medium,7/22/2020,10,Ghee,Sudha,228.21,91.51,20883.5,124,Ambient,7/2/2020,11/3/2020,103,95.02,9787.06,Bihar,Retail,125,98.04,61.63,SAFE,YES
Telangana,726.98,10,Medium,10/3/2022,9,Paneer,Mother Dairy,888.43,92.52,82197.54,9,Refrigerated,06-08-2022,8/15/2022,772,92.82,71657.04,Delhi,Online,116,72.43,141.49,SAFE,NO
Delhi,87.03,46,Large,9/26/2021,6,Curd,Amul,484.47,78.33,37948.54,5,,8/1/2021,8/6/2021,404,75.53,30514.12,Uttar Pradesh,Retail,80,88.49,32.99,IN DANGER,NO
Jharkhand,34.26,56,Small,6/3/2019,1,Milk,Mother Dairy,107.91,41.4,4467.47,27,Tetra Pack,5/1/2019,5/28/2019,16,36.59,585.44,Haryana,Online,91,46.87,132.85,SAFE,NO
